Source,Target,Weight,Type
57.0_-137.0,56.0_-136.0,155.56,Directed
57.0_-137.0,57.0_-136.0,110.00,Directed
-60.0_128.0,-61.0_128.0,110.00,Directed
36.0_-60.0,35.0_-61.0,155.56,Directed
36.0_-60.0,35.0_-60.0,110.00,Directed
36.0_-60.0,35.0_-59.0,155.56,Directed
36.0_-60.0,36.0_-61.0,110.00,Directed
36.0_-60.0,37.0_-61.0,155.56,Directed
36.0_-60.0,37.0_-59.0,155.56,Directed
-8.0_89.0,-9.0_89.0,110.00,Directed
-8.0_89.0,-9.0_90.0,155.56,Directed
-8.0_89.0,-8.0_90.0,110.00,Directed
42.0_-82.0,41.0_-83.0,155.56,Directed
42.0_-82.0,41.0_-82.0,110.00,Directed
42.0_-82.0,41.0_-81.0,155.56,Directed
42.0_-82.0,42.0_-83.0,110.00,Directed
42.0_-82.0,42.0_-81.0,110.00,Directed
42.0_-82.0,43.0_-83.0,155.56,Directed
41.0_17.0,40.0_17.0,110.00,Directed
41.0_17.0,40.0_18.0,155.56,Directed
41.0_17.0,41.0_16.0,110.00,Directed
41.0_17.0,41.0_18.0,110.00,Directed
41.0_17.0,42.0_16.0,155.56,Directed
41.0_17.0,42.0_18.0,155.56,Directed
13.0_-157.0,12.0_-158.0,155.56,Directed
13.0_-157.0,12.0_-157.0,110.00,Directed
13.0_-157.0,12.0_-156.0,155.56,Directed
13.0_-157.0,13.0_-158.0,110.00,Directed
13.0_-157.0,14.0_-158.0,155.56,Directed
13.0_-157.0,14.0_-157.0,110.00,Directed
54.0_-9.0,53.0_-10.0,155.56,Directed
54.0_-9.0,54.0_-10.0,110.00,Directed
54.0_-9.0,55.0_-10.0,155.56,Directed
54.0_-9.0,55.0_-9.0,110.00,Directed
54.0_-9.0,55.0_-8.0,155.56,Directed
39.0_-137.0,38.0_-138.0,155.56,Directed
39.0_-137.0,38.0_-137.0,110.00,Directed
39.0_-137.0,39.0_-138.0,110.00,Directed
39.0_-137.0,39.0_-136.0,110.00,Directed
39.0_-137.0,40.0_-137.0,110.00,Directed
39.0_-137.0,40.0_-136.0,155.56,Directed
43.0_-9.0,42.0_-10.0,155.56,Directed
43.0_-9.0,43.0_-10.0,110.00,Directed
43.0_-9.0,43.0_-8.0,110.00,Directed
43.0_-9.0,44.0_-8.0,155.56,Directed
12.0_-130.0,11.0_-131.0,155.56,Directed
12.0_-130.0,13.0_-130.0,110.00,Directed
25.0_-120.0,25.0_-119.0,110.00,Directed
25.0_-120.0,26.0_-121.0,155.56,Directed
36.0_-3.0,36.0_-2.0,110.00,Directed
36.0_-3.0,37.0_-2.0,155.56,Directed
16.0_-72.0,15.0_-73.0,155.56,Directed
16.0_-72.0,15.0_-72.0,110.00,Directed
16.0_-72.0,15.0_-71.0,155.56,Directed
16.0_-72.0,16.0_-73.0,110.00,Directed
16.0_-72.0,16.0_-71.0,110.00,Directed
16.0_-72.0,17.0_-73.0,155.56,Directed
16.0_-72.0,17.0_-72.0,110.00,Directed
16.0_-72.0,17.0_-71.0,155.56,Directed
7.0_-145.0,6.0_-146.0,155.56,Directed
7.0_-145.0,6.0_-145.0,110.00,Directed
7.0_-145.0,6.0_-144.0,155.56,Directed
7.0_-145.0,7.0_-146.0,110.00,Directed
7.0_-145.0,8.0_-146.0,155.56,Directed
7.0_-145.0,8.0_-145.0,110.00,Directed
36.0_143.0,35.0_142.0,155.56,Directed
36.0_143.0,36.0_142.0,110.00,Directed
36.0_143.0,37.0_142.0,155.56,Directed
36.0_143.0,37.0_143.0,110.00,Directed
36.0_143.0,37.0_144.0,155.56,Directed
17.0_-86.0,16.0_-87.0,155.56,Directed
17.0_-86.0,16.0_-86.0,110.00,Directed
17.0_-86.0,16.0_-85.0,155.56,Directed
17.0_-86.0,17.0_-87.0,110.00,Directed
17.0_-86.0,17.0_-85.0,110.00,Directed
17.0_-86.0,18.0_-86.0,110.00,Directed
17.0_-86.0,18.0_-85.0,155.56,Directed
16.0_-85.0,16.0_-86.0,110.00,Directed
16.0_-85.0,16.0_-84.0,110.00,Directed
16.0_-85.0,17.0_-86.0,155.56,Directed
16.0_-85.0,17.0_-85.0,110.00,Directed
16.0_-85.0,17.0_-84.0,155.56,Directed
4.0_-156.0,3.0_-157.0,155.56,Directed
4.0_-156.0,3.0_-156.0,110.00,Directed
4.0_-156.0,4.0_-157.0,110.00,Directed
4.0_-156.0,4.0_-155.0,110.00,Directed
4.0_-156.0,5.0_-157.0,155.56,Directed
4.0_-156.0,5.0_-156.0,110.00,Directed
4.0_-156.0,5.0_-155.0,155.56,Directed
29.0_-124.0,28.0_-125.0,155.56,Directed
29.0_-124.0,28.0_-124.0,110.00,Directed
29.0_-124.0,28.0_-123.0,155.56,Directed
29.0_-124.0,29.0_-125.0,110.00,Directed
29.0_-124.0,29.0_-123.0,110.00,Directed
29.0_-124.0,30.0_-125.0,155.56,Directed
29.0_-124.0,30.0_-124.0,110.00,Directed
29.0_-124.0,30.0_-123.0,155.56,Directed
29.0_-81.0,28.0_-81.0,110.00,Directed
29.0_-81.0,28.0_-80.0,155.56,Directed
29.0_-81.0,29.0_-80.0,110.00,Directed
29.0_-81.0,30.0_-81.0,110.00,Directed
29.0_-81.0,30.0_-80.0,155.56,Directed
36.0_-122.0,35.0_-123.0,155.56,Directed
36.0_-122.0,35.0_-122.0,110.00,Directed
36.0_-122.0,35.0_-121.0,155.56,Directed
36.0_-122.0,36.0_-123.0,110.00,Directed
36.0_-122.0,37.0_-123.0,155.56,Directed
30.0_-143.0,29.0_-144.0,155.56,Directed
30.0_-143.0,30.0_-144.0,110.00,Directed
30.0_-143.0,30.0_-142.0,110.00,Directed
30.0_-143.0,31.0_-144.0,155.56,Directed
21.0_-161.0,22.0_-162.0,155.56,Directed
21.0_-161.0,22.0_-161.0,110.00,Directed
21.0_-161.0,22.0_-160.0,155.56,Directed
7.0_-158.0,6.0_-159.0,155.56,Directed
7.0_-158.0,6.0_-158.0,110.00,Directed
7.0_-158.0,6.0_-157.0,155.56,Directed
7.0_-158.0,7.0_-159.0,110.00,Directed
7.0_-158.0,7.0_-157.0,110.00,Directed
7.0_-158.0,8.0_-159.0,155.56,Directed
7.0_-158.0,8.0_-158.0,110.00,Directed
7.0_-158.0,8.0_-157.0,155.56,Directed
10.0_-67.0,10.0_-66.0,110.00,Directed
10.0_-67.0,11.0_-68.0,155.56,Directed
10.0_-67.0,11.0_-67.0,110.00,Directed
10.0_-67.0,11.0_-66.0,155.56,Directed
17.0_-152.0,16.0_-152.0,110.00,Directed
17.0_-152.0,16.0_-151.0,155.56,Directed
17.0_-152.0,17.0_-153.0,110.00,Directed
17.0_-152.0,17.0_-151.0,110.00,Directed
17.0_-152.0,18.0_-153.0,155.56,Directed
17.0_-152.0,18.0_-152.0,110.00,Directed
21.0_-108.0,20.0_-109.0,155.56,Directed
21.0_-108.0,20.0_-108.0,110.00,Directed
21.0_-108.0,20.0_-107.0,155.56,Directed
21.0_-108.0,21.0_-109.0,110.00,Directed
21.0_-108.0,21.0_-107.0,110.00,Directed
21.0_-108.0,22.0_-109.0,155.56,Directed
21.0_-108.0,22.0_-108.0,110.00,Directed
21.0_-108.0,22.0_-107.0,155.56,Directed
-35.0_-41.0,-35.0_-42.0,110.00,Directed
39.0_3.0,39.0_2.0,110.00,Directed
39.0_3.0,39.0_4.0,110.00,Directed
39.0_3.0,40.0_3.0,110.00,Directed
22.0_-162.0,21.0_-161.0,155.56,Directed
22.0_-162.0,22.0_-161.0,110.00,Directed
22.0_-162.0,23.0_-163.0,155.56,Directed
22.0_-162.0,23.0_-161.0,155.56,Directed
2.0_-123.0,1.0_-124.0,155.56,Directed
2.0_-123.0,2.0_-122.0,110.00,Directed
2.0_-123.0,3.0_-124.0,155.56,Directed
48.0_-142.0,48.0_-141.0,110.00,Directed
8.0_-159.0,7.0_-159.0,110.00,Directed
8.0_-159.0,7.0_-158.0,155.56,Directed
8.0_-159.0,8.0_-158.0,110.00,Directed
8.0_-159.0,9.0_-160.0,155.56,Directed
8.0_-159.0,9.0_-159.0,110.00,Directed
8.0_-159.0,9.0_-158.0,155.56,Directed
33.0_-132.0,32.0_-133.0,155.56,Directed
33.0_-132.0,32.0_-132.0,110.00,Directed
33.0_-132.0,32.0_-131.0,155.56,Directed
33.0_-132.0,33.0_-133.0,110.00,Directed
33.0_-132.0,34.0_-133.0,155.56,Directed
33.0_-132.0,34.0_-131.0,155.56,Directed
27.0_-117.0,26.0_-116.0,155.56,Directed
27.0_-117.0,27.0_-118.0,110.00,Directed
27.0_-117.0,27.0_-116.0,110.00,Directed
27.0_-117.0,28.0_-118.0,155.56,Directed
27.0_-117.0,28.0_-117.0,110.00,Directed
27.0_-117.0,28.0_-116.0,155.56,Directed
22.0_128.0,22.0_127.0,110.00,Directed
22.0_128.0,23.0_127.0,155.56,Directed
22.0_128.0,23.0_128.0,110.00,Directed
50.0_-131.0,49.0_-131.0,110.00,Directed
50.0_-131.0,50.0_-132.0,110.00,Directed
50.0_-131.0,51.0_-132.0,155.56,Directed
50.0_-131.0,51.0_-131.0,110.00,Directed
50.0_-131.0,51.0_-130.0,155.56,Directed
30.0_-60.0,29.0_-61.0,155.56,Directed
30.0_-60.0,29.0_-60.0,110.00,Directed
30.0_-60.0,29.0_-59.0,155.56,Directed
30.0_-60.0,30.0_-61.0,110.00,Directed
30.0_-60.0,30.0_-59.0,110.00,Directed
30.0_-60.0,31.0_-61.0,155.56,Directed
30.0_-60.0,31.0_-60.0,110.00,Directed
5.0_-126.0,4.0_-127.0,155.56,Directed
5.0_-126.0,4.0_-125.0,155.56,Directed
5.0_-126.0,5.0_-127.0,110.00,Directed
5.0_-126.0,6.0_-125.0,155.56,Directed
-35.0_14.0,-36.0_13.0,155.56,Directed
-35.0_14.0,-35.0_13.0,110.00,Directed
-35.0_14.0,-34.0_15.0,155.56,Directed
23.0_-158.0,22.0_-159.0,155.56,Directed
23.0_-158.0,22.0_-158.0,110.00,Directed
23.0_-158.0,23.0_-159.0,110.00,Directed
23.0_-158.0,23.0_-157.0,110.00,Directed
23.0_-158.0,24.0_-159.0,155.56,Directed
23.0_-158.0,24.0_-158.0,110.00,Directed
23.0_-158.0,24.0_-157.0,155.56,Directed
-26.0_-123.0,-26.0_-124.0,110.00,Directed
-26.0_-123.0,-26.0_-122.0,110.00,Directed
-26.0_-123.0,-25.0_-124.0,155.56,Directed
28.0_-154.0,29.0_-154.0,110.00,Directed
41.0_-127.0,40.0_-127.0,110.00,Directed
41.0_-127.0,40.0_-126.0,155.56,Directed
41.0_-127.0,42.0_-128.0,155.56,Directed
41.0_-127.0,42.0_-127.0,110.00,Directed
41.0_-127.0,42.0_-126.0,155.56,Directed
-3.0_-99.0,-3.0_-100.0,110.00,Directed
-3.0_-99.0,-2.0_-98.0,155.56,Directed
17.0_-73.0,16.0_-74.0,155.56,Directed
17.0_-73.0,16.0_-73.0,110.00,Directed
17.0_-73.0,16.0_-72.0,155.56,Directed
17.0_-73.0,17.0_-74.0,110.00,Directed
17.0_-73.0,17.0_-72.0,110.00,Directed
13.0_-113.0,12.0_-114.0,155.56,Directed
13.0_-113.0,12.0_-113.0,110.00,Directed
13.0_-113.0,13.0_-114.0,110.00,Directed
13.0_-113.0,14.0_-114.0,155.56,Directed
13.0_-113.0,14.0_-113.0,110.00,Directed
13.0_-113.0,14.0_-112.0,155.56,Directed
-14.0_92.0,-14.0_93.0,110.00,Directed
-14.0_92.0,-13.0_91.0,155.56,Directed
-14.0_92.0,-13.0_92.0,110.00,Directed
15.0_-79.0,16.0_-80.0,155.56,Directed
15.0_-79.0,16.0_-79.0,110.00,Directed
15.0_-79.0,16.0_-78.0,155.56,Directed
-4.0_-156.0,-5.0_-157.0,155.56,Directed
-4.0_-156.0,-5.0_-156.0,110.00,Directed
-4.0_-156.0,-4.0_-157.0,110.00,Directed
-4.0_-156.0,-3.0_-156.0,110.00,Directed
-1.0_-153.0,-2.0_-153.0,110.00,Directed
-1.0_-153.0,-2.0_-152.0,155.56,Directed
-1.0_-153.0,-1.0_-154.0,110.00,Directed
-1.0_-153.0,-1.0_-152.0,110.00,Directed
15.0_-133.0,14.0_-133.0,110.00,Directed
15.0_-133.0,16.0_-132.0,155.56,Directed
47.0_-3.0,46.0_-4.0,155.56,Directed
47.0_-3.0,46.0_-3.0,110.00,Directed
47.0_-3.0,46.0_-2.0,155.56,Directed
47.0_-3.0,47.0_-4.0,110.00,Directed
47.0_-3.0,48.0_-3.0,110.00,Directed
33.0_-158.0,32.0_-159.0,155.56,Directed
33.0_-158.0,32.0_-158.0,110.00,Directed
33.0_-158.0,32.0_-157.0,155.56,Directed
33.0_-158.0,34.0_-158.0,110.00,Directed
33.0_-158.0,34.0_-157.0,155.56,Directed
24.0_-83.0,23.0_-84.0,155.56,Directed
24.0_-83.0,23.0_-83.0,110.00,Directed
24.0_-83.0,23.0_-82.0,155.56,Directed
24.0_-83.0,24.0_-84.0,110.00,Directed
24.0_-83.0,24.0_-82.0,110.00,Directed
24.0_-83.0,25.0_-84.0,155.56,Directed
24.0_-83.0,25.0_-83.0,110.00,Directed
3.0_-160.0,2.0_-161.0,155.56,Directed
3.0_-160.0,2.0_-160.0,110.00,Directed
3.0_-160.0,2.0_-159.0,155.56,Directed
3.0_-160.0,3.0_-161.0,110.00,Directed
3.0_-160.0,4.0_-161.0,155.56,Directed
3.0_-160.0,4.0_-160.0,110.00,Directed
6.0_-162.0,5.0_-163.0,155.56,Directed
6.0_-162.0,5.0_-162.0,110.00,Directed
6.0_-162.0,6.0_-163.0,110.00,Directed
6.0_-162.0,6.0_-161.0,110.00,Directed
6.0_-162.0,7.0_-163.0,155.56,Directed
6.0_-162.0,7.0_-162.0,110.00,Directed
6.0_-162.0,7.0_-161.0,155.56,Directed
11.0_-160.0,10.0_-161.0,155.56,Directed
11.0_-160.0,10.0_-160.0,110.00,Directed
11.0_-160.0,10.0_-159.0,155.56,Directed
11.0_-160.0,11.0_-161.0,110.00,Directed
11.0_-160.0,11.0_-159.0,110.00,Directed
11.0_-160.0,12.0_-160.0,110.00,Directed
11.0_-160.0,12.0_-159.0,155.56,Directed
25.0_154.0,24.0_155.0,155.56,Directed
25.0_154.0,25.0_153.0,110.00,Directed
5.0_-85.0,6.0_-86.0,155.56,Directed
-4.0_-143.0,-5.0_-143.0,110.00,Directed
-4.0_-143.0,-5.0_-142.0,155.56,Directed
-4.0_-143.0,-4.0_-142.0,110.00,Directed
-4.0_-143.0,-3.0_-144.0,155.56,Directed
-4.0_-143.0,-3.0_-143.0,110.00,Directed
-4.0_-143.0,-3.0_-142.0,155.56,Directed
20.0_-111.0,19.0_-111.0,110.00,Directed
20.0_-111.0,19.0_-110.0,155.56,Directed
20.0_-111.0,20.0_-112.0,110.00,Directed
20.0_-111.0,20.0_-110.0,110.00,Directed
20.0_-111.0,21.0_-111.0,110.00,Directed
20.0_-111.0,21.0_-110.0,155.56,Directed
-7.0_-145.0,-7.0_-144.0,110.00,Directed
-7.0_-145.0,-6.0_-146.0,155.56,Directed
-7.0_-145.0,-6.0_-145.0,110.00,Directed
27.0_-43.0,26.0_-44.0,155.56,Directed
27.0_-43.0,28.0_-43.0,110.00,Directed
6.0_89.0,6.0_88.0,110.00,Directed
6.0_89.0,6.0_90.0,110.00,Directed
31.0_132.0,30.0_131.0,155.56,Directed
31.0_132.0,30.0_133.0,155.56,Directed
31.0_132.0,31.0_131.0,110.00,Directed
31.0_132.0,31.0_133.0,110.00,Directed
31.0_132.0,32.0_132.0,110.00,Directed
31.0_132.0,32.0_133.0,155.56,Directed
-16.0_-149.0,-17.0_-150.0,155.56,Directed
-16.0_-149.0,-17.0_-149.0,110.00,Directed
-16.0_-149.0,-17.0_-148.0,155.56,Directed
-16.0_-149.0,-16.0_-150.0,110.00,Directed
-16.0_-149.0,-16.0_-148.0,110.00,Directed
-16.0_-149.0,-15.0_-149.0,110.00,Directed
-16.0_-149.0,-15.0_-148.0,155.56,Directed
35.0_-152.0,35.0_-153.0,110.00,Directed
35.0_-152.0,36.0_-153.0,155.56,Directed
35.0_-152.0,36.0_-151.0,155.56,Directed
28.0_-75.0,27.0_-76.0,155.56,Directed
28.0_-75.0,27.0_-75.0,110.00,Directed
28.0_-75.0,27.0_-74.0,155.56,Directed
28.0_-75.0,28.0_-76.0,110.00,Directed
28.0_-75.0,28.0_-74.0,110.00,Directed
28.0_-75.0,29.0_-76.0,155.56,Directed
28.0_-75.0,29.0_-75.0,110.00,Directed
28.0_-75.0,29.0_-74.0,155.56,Directed
41.0_-63.0,40.0_-64.0,155.56,Directed
41.0_-63.0,40.0_-63.0,110.00,Directed
41.0_-63.0,41.0_-64.0,110.00,Directed
41.0_-63.0,41.0_-62.0,110.00,Directed
41.0_-63.0,42.0_-64.0,155.56,Directed
41.0_-63.0,42.0_-63.0,110.00,Directed
41.0_-63.0,42.0_-62.0,155.56,Directed
30.0_-156.0,29.0_-157.0,155.56,Directed
30.0_-156.0,29.0_-156.0,110.00,Directed
30.0_-156.0,30.0_-157.0,110.00,Directed
30.0_-156.0,30.0_-155.0,110.00,Directed
30.0_-156.0,31.0_-157.0,155.56,Directed
30.0_-156.0,31.0_-156.0,110.00,Directed
30.0_-156.0,31.0_-155.0,155.56,Directed
32.0_-59.0,31.0_-60.0,155.56,Directed
32.0_-59.0,31.0_-58.0,155.56,Directed
32.0_-59.0,32.0_-58.0,110.00,Directed
32.0_-59.0,33.0_-60.0,155.56,Directed
32.0_-59.0,33.0_-59.0,110.00,Directed
32.0_-59.0,33.0_-58.0,155.56,Directed
42.0_151.0,41.0_150.0,155.56,Directed
42.0_151.0,41.0_151.0,110.00,Directed
42.0_151.0,42.0_152.0,110.00,Directed
38.0_14.0,37.0_13.0,155.56,Directed
38.0_14.0,37.0_15.0,155.56,Directed
38.0_14.0,38.0_13.0,110.00,Directed
-19.0_-27.0,-20.0_-28.0,155.56,Directed
-19.0_-27.0,-18.0_-26.0,155.56,Directed
29.0_134.0,28.0_135.0,155.56,Directed
29.0_134.0,29.0_133.0,110.00,Directed
29.0_134.0,29.0_135.0,110.00,Directed
29.0_134.0,30.0_133.0,155.56,Directed
29.0_134.0,30.0_135.0,155.56,Directed
58.0_-4.0,57.0_-4.0,110.00,Directed
58.0_-4.0,57.0_-3.0,155.56,Directed
58.0_-4.0,58.0_-5.0,110.00,Directed
58.0_-4.0,58.0_-3.0,110.00,Directed
58.0_-4.0,59.0_-5.0,155.56,Directed
58.0_-4.0,59.0_-4.0,110.00,Directed
58.0_-4.0,59.0_-3.0,155.56,Directed
26.0_-72.0,25.0_-73.0,155.56,Directed
26.0_-72.0,25.0_-72.0,110.00,Directed
26.0_-72.0,25.0_-71.0,155.56,Directed
26.0_-72.0,26.0_-73.0,110.00,Directed
26.0_-72.0,26.0_-71.0,110.00,Directed
26.0_-72.0,27.0_-73.0,155.56,Directed
26.0_-72.0,27.0_-72.0,110.00,Directed
26.0_-72.0,27.0_-71.0,155.56,Directed
17.0_-68.0,16.0_-69.0,155.56,Directed
17.0_-68.0,16.0_-68.0,110.00,Directed
17.0_-68.0,16.0_-67.0,155.56,Directed
17.0_-68.0,17.0_-69.0,110.00,Directed
17.0_-68.0,17.0_-67.0,110.00,Directed
17.0_-68.0,18.0_-69.0,155.56,Directed
17.0_-68.0,18.0_-68.0,110.00,Directed
36.0_-153.0,35.0_-153.0,110.00,Directed
36.0_-153.0,35.0_-152.0,155.56,Directed
36.0_-153.0,37.0_-154.0,155.56,Directed
36.0_-153.0,37.0_-152.0,155.56,Directed
55.0_-8.0,54.0_-9.0,155.56,Directed
55.0_-8.0,55.0_-9.0,110.00,Directed
55.0_-8.0,55.0_-7.0,110.00,Directed
55.0_-8.0,56.0_-9.0,155.56,Directed
55.0_-8.0,56.0_-8.0,110.00,Directed
55.0_-8.0,56.0_-7.0,155.56,Directed
38.0_-137.0,38.0_-138.0,110.00,Directed
38.0_-137.0,39.0_-138.0,155.56,Directed
38.0_-137.0,39.0_-137.0,110.00,Directed
38.0_-137.0,39.0_-136.0,155.56,Directed
12.0_-157.0,11.0_-158.0,155.56,Directed
12.0_-157.0,11.0_-156.0,155.56,Directed
12.0_-157.0,12.0_-158.0,110.00,Directed
12.0_-157.0,12.0_-156.0,110.00,Directed
12.0_-157.0,13.0_-158.0,155.56,Directed
12.0_-157.0,13.0_-157.0,110.00,Directed
43.0_-78.0,43.0_-79.0,110.00,Directed
43.0_-78.0,43.0_-77.0,110.00,Directed
43.0_-78.0,44.0_-77.0,155.56,Directed
8.0_-94.0,8.0_-93.0,110.00,Directed
8.0_-94.0,9.0_-93.0,155.56,Directed
5.0_-143.0,4.0_-144.0,155.56,Directed
5.0_-143.0,6.0_-144.0,155.56,Directed
26.0_-116.0,25.0_-115.0,155.56,Directed
26.0_-116.0,26.0_-115.0,110.00,Directed
26.0_-116.0,27.0_-117.0,155.56,Directed
26.0_-116.0,27.0_-116.0,110.00,Directed
26.0_-116.0,27.0_-115.0,155.56,Directed
20.0_-112.0,19.0_-111.0,155.56,Directed
20.0_-112.0,20.0_-111.0,110.00,Directed
20.0_-112.0,21.0_-111.0,155.56,Directed
-6.0_-157.0,-7.0_-158.0,155.56,Directed
-6.0_-157.0,-7.0_-156.0,155.56,Directed
-6.0_-157.0,-6.0_-158.0,110.00,Directed
-6.0_-157.0,-6.0_-156.0,110.00,Directed
-6.0_-157.0,-5.0_-158.0,155.56,Directed
-6.0_-157.0,-5.0_-157.0,110.00,Directed
-6.0_-157.0,-5.0_-156.0,155.56,Directed
6.0_-157.0,5.0_-158.0,155.56,Directed
6.0_-157.0,5.0_-157.0,110.00,Directed
6.0_-157.0,5.0_-156.0,155.56,Directed
6.0_-157.0,6.0_-158.0,110.00,Directed
6.0_-157.0,6.0_-156.0,110.00,Directed
6.0_-157.0,7.0_-158.0,155.56,Directed
6.0_-157.0,7.0_-157.0,110.00,Directed
6.0_-157.0,7.0_-156.0,155.56,Directed
48.0_-16.0,48.0_-17.0,110.00,Directed
48.0_-16.0,49.0_-16.0,110.00,Directed
48.0_-16.0,49.0_-15.0,155.56,Directed
25.0_-159.0,24.0_-159.0,110.00,Directed
25.0_-159.0,24.0_-158.0,155.56,Directed
25.0_-159.0,25.0_-160.0,110.00,Directed
25.0_-159.0,25.0_-158.0,110.00,Directed
25.0_-159.0,26.0_-160.0,155.56,Directed
25.0_-159.0,26.0_-159.0,110.00,Directed
25.0_-159.0,26.0_-158.0,155.56,Directed
-2.0_-98.0,-3.0_-99.0,155.56,Directed
6.0_88.0,6.0_87.0,110.00,Directed
6.0_88.0,6.0_89.0,110.00,Directed
12.0_-62.0,11.0_-63.0,155.56,Directed
12.0_-62.0,11.0_-62.0,110.00,Directed
12.0_-62.0,11.0_-61.0,155.56,Directed
12.0_-62.0,12.0_-63.0,110.00,Directed
12.0_-62.0,12.0_-61.0,110.00,Directed
12.0_-62.0,13.0_-63.0,155.56,Directed
12.0_-62.0,13.0_-62.0,110.00,Directed
12.0_-62.0,13.0_-61.0,155.56,Directed
-27.0_108.0,-28.0_108.0,110.00,Directed
-27.0_108.0,-28.0_109.0,155.56,Directed
-27.0_108.0,-27.0_107.0,110.00,Directed
-27.0_108.0,-26.0_107.0,155.56,Directed
-65.0_-62.0,-65.0_-63.0,110.00,Directed
39.0_-65.0,38.0_-66.0,155.56,Directed
39.0_-65.0,38.0_-65.0,110.00,Directed
39.0_-65.0,38.0_-64.0,155.56,Directed
39.0_-65.0,39.0_-66.0,110.00,Directed
39.0_-65.0,39.0_-64.0,110.00,Directed
39.0_-65.0,40.0_-66.0,155.56,Directed
39.0_-65.0,40.0_-65.0,110.00,Directed
39.0_-65.0,40.0_-64.0,155.56,Directed
-13.0_-147.0,-14.0_-147.0,110.00,Directed
-13.0_-147.0,-14.0_-146.0,155.56,Directed
-13.0_-147.0,-13.0_-148.0,110.00,Directed
-13.0_-147.0,-13.0_-146.0,110.00,Directed
-13.0_-147.0,-12.0_-148.0,155.56,Directed
-13.0_-147.0,-12.0_-147.0,110.00,Directed
-13.0_-147.0,-12.0_-146.0,155.56,Directed
35.0_18.0,34.0_18.0,110.00,Directed
15.0_-150.0,14.0_-151.0,155.56,Directed
15.0_-150.0,14.0_-149.0,155.56,Directed
15.0_-150.0,15.0_-151.0,110.00,Directed
15.0_-150.0,16.0_-151.0,155.56,Directed
15.0_-150.0,16.0_-149.0,155.56,Directed
53.0_-134.0,52.0_-133.0,155.56,Directed
53.0_-134.0,53.0_-135.0,110.00,Directed
53.0_-134.0,54.0_-133.0,155.56,Directed
27.0_-38.0,26.0_-38.0,110.00,Directed
27.0_-38.0,27.0_-39.0,110.00,Directed
27.0_-38.0,28.0_-39.0,155.56,Directed
27.0_-38.0,28.0_-38.0,110.00,Directed
37.0_144.0,36.0_143.0,155.56,Directed
37.0_144.0,37.0_143.0,110.00,Directed
37.0_144.0,38.0_143.0,155.56,Directed
37.0_144.0,38.0_144.0,110.00,Directed
-9.0_93.0,-8.0_93.0,110.00,Directed
-9.0_93.0,-8.0_94.0,155.56,Directed
-27.0_-12.0,-27.0_-13.0,110.00,Directed
-27.0_-12.0,-26.0_-11.0,155.56,Directed
9.0_-164.0,8.0_-165.0,155.56,Directed
9.0_-164.0,8.0_-163.0,155.56,Directed
9.0_-164.0,9.0_-163.0,110.00,Directed
9.0_-164.0,10.0_-163.0,155.56,Directed
-35.0_32.0,-35.0_33.0,110.00,Directed
19.0_-80.0,18.0_-81.0,155.56,Directed
19.0_-80.0,18.0_-80.0,110.00,Directed
19.0_-80.0,18.0_-79.0,155.56,Directed
19.0_-80.0,19.0_-81.0,110.00,Directed
19.0_-80.0,19.0_-79.0,110.00,Directed
19.0_-80.0,20.0_-81.0,155.56,Directed
19.0_-80.0,20.0_-80.0,110.00,Directed
22.0_-75.0,21.0_-76.0,155.56,Directed
22.0_-75.0,21.0_-75.0,110.00,Directed
22.0_-75.0,21.0_-74.0,155.56,Directed
22.0_-75.0,22.0_-74.0,110.00,Directed
22.0_-75.0,23.0_-76.0,155.56,Directed
22.0_-75.0,23.0_-75.0,110.00,Directed
22.0_-75.0,23.0_-74.0,155.56,Directed
20.0_-60.0,19.0_-61.0,155.56,Directed
20.0_-60.0,19.0_-60.0,110.00,Directed
20.0_-60.0,19.0_-59.0,155.56,Directed
20.0_-60.0,20.0_-61.0,110.00,Directed
20.0_-60.0,20.0_-59.0,110.00,Directed
20.0_-60.0,21.0_-61.0,155.56,Directed
20.0_-60.0,21.0_-60.0,110.00,Directed
20.0_-60.0,21.0_-59.0,155.56,Directed
32.0_-157.0,31.0_-158.0,155.56,Directed
32.0_-157.0,31.0_-157.0,110.00,Directed
32.0_-157.0,31.0_-156.0,155.56,Directed
32.0_-157.0,32.0_-158.0,110.00,Directed
32.0_-157.0,32.0_-156.0,110.00,Directed
32.0_-157.0,33.0_-158.0,155.56,Directed
32.0_-157.0,33.0_-156.0,155.56,Directed
32.0_128.0,31.0_127.0,155.56,Directed
32.0_128.0,31.0_128.0,110.00,Directed
32.0_128.0,31.0_129.0,155.56,Directed
32.0_128.0,32.0_127.0,110.00,Directed
32.0_128.0,32.0_129.0,110.00,Directed
32.0_128.0,33.0_128.0,110.00,Directed
32.0_128.0,33.0_129.0,155.56,Directed
40.0_139.0,39.0_138.0,155.56,Directed
40.0_139.0,39.0_139.0,110.00,Directed
40.0_139.0,40.0_138.0,110.00,Directed
40.0_139.0,41.0_138.0,155.56,Directed
40.0_139.0,41.0_139.0,110.00,Directed
40.0_139.0,41.0_140.0,155.56,Directed
25.0_-66.0,24.0_-66.0,110.00,Directed
25.0_-66.0,24.0_-65.0,155.56,Directed
25.0_-66.0,25.0_-65.0,110.00,Directed
25.0_-66.0,26.0_-66.0,110.00,Directed
